Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Furnishing,SizeType,SizeValue
39,1.049888,3,2,2,79,1,0,858
50,1.85,2.5,4,2,56,1,0,1830
50,1.47,3,2,2,56,0,1,1200
14,0.92,2.5,3,2,55,1,0,1513
40,1,3,1,1,58,1,0,751
23,7.6126,3,4,3,81,1,0,4478
14,0.9,2.5,3,2,56,1,0,1513
14,1.06,2.5,3,4,56,1,0,1772
32,0.738,3,2,2,58,1,0,1092
82,5.35,3.5,4,0,48,1,1,7200
40,1.45,3,2,1,55,0,0,867
50,1.7,2,4,0,56,1,0,2038
39,1.15,2,1,0,55,0,0,1119
39,1.5,2,3,0,56,1,0,1544
19,0.715,3,2,1,59,0,0,750
88,0.95,3,3,2,55,1,0,1637
50,2.65,3,5,0,59,0,0,3401
23,2.5,3,3,3,9,1,1,2800
23,3,3,4,4,73,1,1,3550
23,3.68,3,6,6,44,2,1,6300
14,0.9,2.5,3,3,56,1,0,1513
40,1.25,1,1,1,80,0,0,880
14,1.05,2.5,3,4,56,1,0,1772
82,6,3,4,0,44,1,1,8000
19,0.78,3,1,1,40,0,0,624
40,1.35,3,2,2,56,0,0,1270
23,2.65,2,4,3,79,1,0,2077
50,2.45,2.5,4,3,56,1,0,3000
40,1.1,1.5,2,0,80,0,0,811
50,2.55,2.5,6,3,55,1,0,3541
14,0.93,2.5,4,2,55,1,0,1513
19,0.535,3,1,1,83,1,0,762
40,2.4,3,2,1,83,0,0,1006
40,1.25,3,1,1,79,0,0,850
14,1.08,2.5,3,0,55,2,0,1772
50,1.45,2,4,2,56,1,0,1496
14,0.94,2.5,3,3,56,1,0,1513
27,1.15,3,2,1,79,0,0,1148
50,0.58,3,1,1,79,2,0,462
50,0.628,3,1,1,85,2,0,496
8,2.1,2.5,3,2,12,1,1,1875
23,4.68,3,4,4,73,1,1,3800
40,2.761,3,2,1,79,1,0,1023
50,1.1,2,3,2,55,1,0,1200
14,3.2,3.5,7,5,48,1,1,5317
42,0.528,3,2,2,58,1,0,960
40,1.18,1,1,0,79,0,0,635
14,0.928,2.5,3,2,59,1,0,1513
14,1.1,2.5,4,4,56,1,0,1772
32,0.509,3,2,1,79,2,0,797
50,1.668,3,4,2,56,1,0,1668
42,0.415,3,2,2,59,2,0,932
82,2.6,2.5,3,3,77,1,1,3600
64,0.7,1.5,3,2,55,1,0,999
32,0.375,3,2,1,79,0,0,775
67,0.38,3,2,1,79,2,0,900
88,0.425,3,2,2,79,1,0,880
50,2.6,2.5,4,3,55,0,0,3041
10,0.73,3,2,2,83,1,0,1227
19,0.48,3,2,2,55,1,0,825
40,1.45,3,2,1,79,0,0,1050
40,3.6,1.5,3,2,83,1,0,1668
76,0.6,3,2,1,79,0,0,935
76,0.62,3,2,1,79,2,0,935
76,0.498,3,2,1,79,1,0,715
14,0.86,1,1,1,80,1,0,933
14,1.35,2,3,3,84,1,0,1519
14,0.75,1,2,1,80,1,0,750
50,1.8,2.5,4,2,55,2,0,1830
50,1.8,2,3,2,55,2,0,1830
50,1.75,2,3,0,55,2,0,1830
72,0.82,3,2,2,79,2,0,1259
40,3.60995,3,3,1,79,0,0,1560
8,0.53,1,1,1,59,0,0,600
12,1.5,3,2,0,55,2,0,1200
12,1.2,3,2,0,55,2,0,1200
40,1.399,3,2,2,55,2,0,1270
64,0.848,2,3,2,55,1,0,1381
50,1.28,3,2,0,79,0,0,926
64,0.695,3,2,2,55,1,0,999
5,0.43,3,2,2,59,2,0,1076
8,5.2,3,5,8,44,1,1,12250
19,0.285,3,2,1,36,1,1,748
19,0.4,3,2,1,56,0,0,920
65,0.543353,3,1,1,56,1,0,667
14,0.52,3,2,2,55,1,0,1100
40,0.0018,3,1,0,83,1,0,493
40,0.0018,3,1,0,83,1,0,493
40,1.9,1,2,1,83,1,0,1076
40,1.9,1,2,1,83,1,0,1076
40,2.15,1,2,1,83,1,0,1079
40,4.28,2,5,2,80,1,0,2195
50,0.9,3,2,1,55,0,0,1208
37,0.44,2,2,2,55,1,0,1065
50,2.29,2.5,5,3,56,1,0,2767
50,1.12,3,2,0,79,1,0,910
50,2.253,2.5,6,3,56,1,0,2702
50,1.05,3,2,0,79,1,0,896
50,2.23,2.5,5,0,56,1,0,2973
50,1.88,2,5,0,56,0,0,2243
50,3.2706,3,6,0,55,1,0,3671
50,1.66,3,4,2,55,2,0,1878
50,3.2,2.5,5,0,56,1,0,3729
50,4.5,2.5,5,0,56,1,0,4723
50,3.7,2.5,5,0,56,1,0,4090
50,2.98,2.5,6,3,56,1,0,3668
50,3.09,3,6,0,17,1,1,2800
50,3.3,2.5,5,0,56,0,0,4450
25,1.98,2,3,0,12,1,1,1650
15,4.467122,3,5,4,31,1,0,4422
15,5.344829,3,5,4,31,1,0,5315
50,3.4846,2.5,6,3,56,1,0,3668
25,1.3,3,2,2,56,1,0,1323
25,3.48,2,5,0,9,1,0,3082
25,1.25,3,2,2,56,1,0,1300
25,1.73,2,4,2,56,0,0,1700
25,1.18,1.5,3,0,55,0,0,1507
25,2.85,2,4,0,12,1,0,3082
25,1.35,2,3,3,59,1,0,1701
25,1.35,2,4,2,56,1,0,1680
8,0.95,3,2,1,59,1,0,1518
23,2.28,2.5,5,2,57,1,0,3303
23,1.15,1.5,2,1,56,1,0,1205
23,3.6,2,4,3,79,1,0,2702
23,1.4,3,1,1,79,1,0,904
40,1.89,3,5,0,55,1,0,3412
31,0.5611,2,4,0,60,1,0,1879
2,0.71055,3,2,0,80,1,0,1572
40,1.8185,3,3,0,55,1,0,2250
76,0.486,3,2,0,79,1,0,945
50,2.5353,3,5,0,55,1,0,3729
38,1.804275,3,2,0,57,1,1,1647
25,2.6,2.5,5,0,9,1,1,2000
25,1.28,2,3,0,55,0,0,1432
25,0.85,3,3,1,55,0,0,1173
25,3.3,2.5,5,0,8,1,0,3200
25,3.4,2.5,6,2,23,1,0,4400
25,1.55,2,4,0,19,1,0,1800
25,2.8,2,4,0,19,1,0,3211
25,3.5,3,6,0,23,1,0,5448
25,3.15,3,5,0,9,1,0,3000
25,2.9,2.5,5,0,19,1,0,3650
25,3.65,2.5,6,0,19,1,0,4000
25,3.6,2,5,0,8,1,1,5000
25,4.8,2.5,6,0,19,1,0,4400
50,0.92,2,2,2,59,1,0,1448
25,1.58,2,3,0,19,1,0,1900
25,6.3,3.5,7,0,44,1,1,6800
25,1.58,3,3,0,17,1,0,1900
25,1.1,1.5,2,0,55,0,0,1378
25,2.99,3,6,0,25,1,0,3500
25,6.2,3.5,9,0,26,1,0,6938
25,1.3,3,2,0,55,1,0,1324
25,1.43,3,2,0,55,1,0,1377
25,1.6,1.5,2,2,56,1,0,1400
25,3.5,3.5,6,0,73,1,0,3200
25,1.05,1.5,2,2,55,1,0,1389
25,1.53,2,3,0,55,1,0,1777
25,1.4,2,3,2,55,0,0,1572
25,1.17,3,2,2,55,0,0,1389
50,1.599,2,4,0,55,0,0,1878
25,0.9,1,1,0,55,0,0,915
25,1.6,2,3,0,23,1,0,1900
25,1.33,2,4,0,55,0,0,1653
50,2.94,2.5,5,3,55,1,0,3668
27,1.13176,2,5,2,55,3,0,1942
50,3.2,2.5,5,3,55,0,0,3668
50,2.95,2.5,6,3,55,1,0,3668
50,3.68,2.5,6,3,55,1,0,4090
50,2.89,2.5,6,3,55,0,0,3478
27,1.13806,2,5,2,55,3,0,2081
25,2.6,2.5,6,2,19,1,0,3197
25,1.08,3,1,2,59,1,0,1034
25,1.2,1.5,3,0,59,0,0,1507
25,4.55,2.5,6,0,17,2,0,4471
25,1.9,2,4,0,55,1,0,2110
25,1.1,1.5,2,0,55,0,0,1378
25,5.3,3,7,2,19,1,0,6088
25,1.73,2,3,0,55,0,0,1690
25,1.18,3,2,2,55,0,0,1087
25,5.6,3.5,9,2,25,1,0,7000
50,3.49,2.5,5,3,55,0,0,3720
25,2.05,2,4,0,8,1,0,2541
25,1.52,2,3,0,19,1,0,1900
25,1.98,2,3,0,8,0,0,2390
25,0.989,2,2,2,55,3,0,1333
25,0.883,1.5,2,2,55,2,0,1093
25,1.208,2,2,0,55,2,0,1535
25,0.588,3,1,0,55,0,0,700
25,1.13,1.5,2,0,55,0,0,1378
25,0.79,1,1,0,55,0,0,969
25,1.35,2,3,0,55,0,0,1701
25,1.53,2,4,2,55,1,0,2066
25,1.55,2,3,0,59,0,0,1852
25,2.3,2,4,2,12,1,0,2600
20,1.55,1.5,3,1,79,0,0,1453
25,2.35,2,3,2,8,1,0,2500
25,8.1,3.5,6,0,44,1,1,6900
25,2.25,3,2,0,8,1,0,2600
25,2.85,2,4,0,8,0,0,3000
25,3.468,2,5,0,8,1,0,3000
25,0.948888,3,2,0,55,0,0,1100
25,4,2.5,5,0,19,1,0,4500
25,3.17,2.5,5,0,23,1,0,4306
25,1.9,2,3,0,55,0,0,1800
25,1.4,3,2,0,55,3,0,1292
25,2.85,3,6,5,26,1,0,3500
25,1.4,3,2,0,55,1,0,1292
25,2.99,3,5,5,25,1,0,3600
25,1.9,2,4,2,55,1,0,1851
25,1.9,2.5,3,0,55,0,0,1800
25,2.25,2.5,4,0,20,1,0,2900
49,1.28,1.5,2,0,56,0,0,1367
50,1.85,2.5,4,2,55,1,0,1830
2,2.8,3,5,0,44,1,1,14000
40,1.5,2,4,0,55,0,0,2098
82,4.2,2.5,5,3,79,1,0,3832
82,1.55,1.5,3,2,80,1,0,1445
82,2.8,2,5,2,80,2,0,2426
82,1.48,1.5,3,2,79,1,0,1691
82,2.78,3,3,0,73,1,1,3600
82,4.995,3,6,0,44,1,1,8000
82,8.8,3.5,9,0,45,1,1,16001
9,1.15,3,2,0,59,0,0,1485
64,0.81,3,3,2,59,2,0,1186
64,0.8,3,3,1,59,2,0,1237
50,2.95,2.5,4,3,55,0,0,3478
5,0.56,3,2,2,8,1,1,770
27,0.995,3,3,3,55,1,0,2100
25,1.82,3,3,2,12,2,1,1650
64,0.768,1.5,2,1,59,2,0,1180
32,0.845,2,3,0,56,2,0,1663
64,0.97,2,4,2,56,2,0,1488
64,0.8809,3,3,3,59,1,0,1373
50,1.8,2.5,4,2,59,1,0,1830
32,0.39,3,2,1,81,1,0,775
49,1.35,3,2,0,56,0,0,1367
14,0.995,3,2,2,79,0,0,1218
14,0.9,3,2,2,79,2,0,1218
64,0.67,3,2,1,56,0,0,1200
50,1.28,3,2,2,56,1,0,1200
20,1.6,1.5,3,2,80,0,0,1442
20,1.9,1.5,3,2,79,0,0,1453
20,1.42,3,1,0,80,0,0,1131
32,0.89,2,3,2,55,1,0,1578
20,2.3,1.5,3,2,80,1,1,1614
67,0.24,3,2,1,55,2,0,850
50,2.75,2,4,0,55,1,0,3041
25,6.7,4,7,4,45,1,1,6200
25,1.18,2,2,2,56,1,0,1432
25,6.3,3,7,10,48,1,1,7300
25,1.19,1.5,3,2,59,1,0,1389
25,1.2,3,2,2,59,1,0,1087
25,2.08,2,3,3,56,0,0,1948
25,1.15,3,1,2,59,1,0,1034
25,1.59,3,3,2,23,1,0,1900
25,0.848,1,1,2,59,1,0,969
25,3.2,3,6,5,20,1,1,1991
25,3.2,2.5,5,0,23,2,0,4306
25,8.3,3.5,6,10,48,1,1,6900
25,1.4,2,3,2,59,1,0,1572
27,0.75,3,1,3,83,0,0,672
25,1.58,3,3,2,23,1,0,1900
25,1.8,3,3,2,23,1,0,1900
50,2.5,2.5,5,0,55,1,0,3043
33,0.38,3,2,1,40,1,0,1216
67,0.555,3,2,3,55,2,0,1600
14,0.56,3,2,2,59,1,0,1100
42,0.358,1.5,2,1,55,1,0,822
50,1.27,3,2,2,56,1,0,1200
40,1.89,3,6,0,56,3,0,3412
31,0.5611,2,4,0,60,3,0,1879
40,4.7,2,3,2,83,0,0,1786
50,2.5353,2.5,5,0,55,3,0,3729
40,1.8185,3,4,0,55,3,0,2250
2,1.68,3,4,0,73,2,1,3200
2,4.9,3,7,6,44,1,1,10000
2,3.2,3.5,7,0,45,3,1,5500
50,1.3,2,2,2,55,0,0,1448
50,1.99,2.5,3,4,55,0,0,3152
50,1.9,2.5,5,2,55,1,0,2552
50,1.3,2,3,2,55,1,0,1448
25,0.83,1,1,1,59,0,0,904
25,1.88,2,3,0,55,1,0,1690
25,5.9,3,7,2,19,1,0,6207
25,1.45,2,3,2,55,1,0,1680
25,1.48,1.5,3,1,59,0,0,1458
25,5.6,3,7,0,19,1,0,6088
25,2.5,2.5,6,0,19,1,0,3500
25,0.79,1,1,0,55,1,0,904
25,1.49,3,2,0,55,1,0,1432
25,1.95,2,4,0,55,0,0,1948
25,1.55,2,3,0,55,1,0,1357
25,2.5,2.5,6,2,19,1,0,3228
32,1.1,2,4,3,56,1,0,1782
25,2.28,3,6,0,14,1,0,1600
50,1.25,3,2,0,55,0,0,1448
25,3.89,3,6,0,74,0,0,4506
51,1.45,2.5,5,2,77,1,1,2809
82,0.98,3,2,1,55,1,0,1300
82,1.39,2,4,2,55,1,0,1800
82,0.98,3,2,1,55,2,0,1356
71,1.6,3,4,4,9,1,1,4300
82,1,3,2,1,55,1,0,1560
82,1.4,2,3,2,55,1,0,1900
82,1.45,1.5,2,2,79,0,0,1680
8,0.73,3,1,1,79,0,0,783
63,0.69,2,3,2,59,2,1,1298
11,0.56,3,2,1,55,2,0,1120
40,0.0075,3,2,1,83,0,0,1078
64,0.79,3,2,1,55,1,0,1168
64,0.885,3,3,2,55,1,0,1330
88,1.05,2,4,2,55,2,0,1759
88,0.76,3,2,2,55,2,0,1382
88,0.97,2,2,2,55,1,0,1909
50,0.72,3,1,1,85,1,0,708
72,0.688,2,4,3,56,1,0,1449
40,0.5,3,1,0,79,0,0,470
50,1.6,3,4,0,56,0,0,1906
14,0.52,3,3,2,59,2,0,1003
50,0.95,3,2,1,85,0,0,903
40,2.7,3,5,3,56,1,0,3800
40,3,3,5,3,55,1,0,3800
40,1.5,2,4,2,56,1,0,2098
40,2.6,2,4,2,80,1,0,3282
50,1.18,2,3,2,59,0,0,1756
50,0.83,3,1,0,55,0,0,850
82,1.66,1.5,3,2,79,0,0,1445
82,2.72,2.5,4,2,80,1,0,2426
50,0.95,2,3,2,79,0,0,1550
32,0.8,3,2,0,59,1,0,1400
50,3.3174,3,5,3,55,1,0,3671
42,0.485,3,2,1,59,1,0,930
31,0.5611,3,3,0,55,1,0,1879
50,2.5353,3,4,0,55,1,0,3729
40,1.89,3,4,0,55,1,0,3412
40,1.81845,3,3,0,55,1,0,2250
40,4.6,3,5,0,79,1,0,5429
40,2.7,2.5,4,0,55,1,0,3800
40,4.6,3,5,0,79,2,0,5421
40,0.52,3,1,0,79,2,0,453
40,3.5,2.5,4,3,55,1,0,3800
40,2.8,2,4,3,79,1,0,3303
40,0.85,1,1,1,79,0,0,608
40,1.05,1.5,2,0,79,0,0,813
8,0.53,1,1,1,55,0,0,600
12,0.678,3,1,0,79,0,0,667
76,0.55,3,2,1,55,0,0,1200
12,1.05,3,1,0,79,0,0,1067
14,0.638,3,2,2,56,1,0,1090
40,2.48,2.5,5,3,58,0,0,2900
32,0.92,2,4,0,59,0,0,1710
8,1.16185,3,1,1,80,0,0,1223
14,1.73,3,4,2,17,0,1,1840
14,1.75,3,4,0,17,1,1,2160
32,0.8,2,2,4,12,2,1,1600
14,0.68,3,2,0,59,0,0,1212
8,1.3,3,2,0,3,2,1,1800
88,1.12,2,4,2,56,1,0,1712
88,0.76,3,2,2,56,1,0,1382
14,0.855,2.5,3,0,55,3,0,1513
2,2.6,3.5,7,2,74,1,1,4500
63,0.68,2,4,0,59,1,0,1643
40,1.435,3,1,0,83,1,0,578
32,0.88,2,4,2,56,0,0,1535
40,0.95,3,2,1,58,0,0,1429
14,0.58,3,2,2,56,1,0,1073
32,0.568,3,2,1,80,0,0,680
50,1.1,3,1,1,85,0,0,1431
82,1.1,3,2,0,83,0,0,1102
14,0.855,3,2,0,55,1,0,1513
31,0.388,3,1,1,56,0,0,700
32,0.45,3,2,0,55,1,0,1336
14,4.3,4,8,0,44,0,1,5700
19,0.28,3,2,1,36,1,0,750
14,0.53,3,2,2,59,2,1,1003
39,6.35,2.5,5,3,84,1,0,4058
39,5.1497,3,4,3,84,0,0,2982
32,2.08,3,3,0,48,1,1,7600
14,2.35,3.5,5,0,22,1,1,3542
14,0.96,3,2,2,80,2,0,1218
71,0.638,2,3,1,79,0,0,1278
50,2.719,2.5,6,3,56,1,0,3317
76,0.486,3,2,0,80,3,0,945
27,1.2,3,3,2,55,1,0,1395
8,5.6,3,5,0,44,2,1,6568
50,0.68,3,2,1,55,0,0,1423
17,2.2,2.5,5,3,56,0,0,3287
64,0.35,1.5,2,0,79,2,0,646
12,0.9,3,3,0,79,2,0,1063
24,1.3,2,2,2,79,1,0,1538
24,0.76,3,2,2,80,1,0,1087
24,1.05,3,2,2,83,1,0,1410
2,0.63,3,2,1,79,1,0,856
50,1.72,2,3,0,55,0,0,1878
40,1.1,2,4,0,80,0,0,1313
40,1.26,2,4,0,80,1,0,1378
40,0.8,3,2,0,83,1,0,807
40,0.89,1.5,3,0,79,2,0,1055
40,1.15,2,4,2,83,1,0,1701
64,0.81,3,3,2,55,1,0,1186
64,0.85,2,4,2,55,1,0,1381
64,0.68,1.5,3,1,55,1,0,999
64,1.05,2,4,2,55,1,0,1567
64,1,2,4,2,55,1,0,1488
32,0.69,3,4,2,58,0,0,1615
88,0.99,2,4,2,58,1,0,1712
12,1.285,3,2,2,79,0,0,1555
88,1.1,2,4,2,58,1,0,1759
32,1.05,2,4,2,55,2,0,1875
72,3.35,2.5,5,4,74,1,1,4065
32,1.15,2,2,2,58,2,0,1707
42,1.25,3,4,0,9,2,1,3458
76,0.63,3,2,1,79,1,0,935
8,6.95,2.5,6,3,56,1,0,4945
8,6.48,2,5,3,56,1,0,4025
8,6.88,2.5,6,3,56,1,0,4771
8,8.48,2.5,6,4,56,1,0,5137
42,0.465,3,2,1,59,1,0,930
50,3.6,3,4,4,25,0,1,2000
42,2.66,3,5,6,45,1,1,5000
50,2.7,3,5,3,73,0,1,3220
32,0.995,2,3,2,59,1,0,1710
14,0.92,3,2,2,79,1,0,1170
14,0.8,3,2,2,79,1,0,1170
14,0.74,3,2,1,79,1,0,920
14,0.648,1,1,1,83,1,0,721
14,1.999999,2.5,5,3,84,1,0,2563
39,1.38,3,2,1,55,0,0,1500
72,0.628,1.5,2,2,83,1,0,1025
19,0.28,3,2,1,36,1,0,780
72,0.56,3,2,2,56,0,0,1074
32,1.288,2.5,4,3,59,1,0,2128
64,0.68,1.5,3,1,55,2,0,999
64,0.63,3,2,1,55,1,0,800
14,0.7,2,3,2,56,2,0,1457
40,2.2,2.5,6,2,56,1,0,4520
40,2.5,2.5,6,2,56,1,0,4520
50,1.496,2,4,3,55,1,0,1496
40,1.295,3,2,2,56,0,0,1410
88,1.198,3,3,3,56,1,0,2266
11,0.638,3,1,0,83,0,0,468
50,3.38,3.5,7,0,57,1,0,3671
40,3,3,6,0,56,1,0,3800
50,3,3,6,3,56,1,0,3541
20,3.4,2,4,0,56,1,0,3285
20,3.7,2,5,0,56,1,0,3285
20,3.9,3,5,0,56,1,0,3750
50,2.3,3,6,3,56,1,0,2702
50,3.3,3,6,0,56,1,0,3632
50,2.98,2.5,6,0,56,1,0,3668
40,4,2,4,2,80,1,0,2195
50,2.4,3,6,3,56,1,0,3043
40,1.95,3,2,1,79,1,0,1076
40,2.7,3,6,0,56,1,0,3800
50,2.3,3,6,0,56,1,0,2906
40,2.38,2,2,0,59,1,0,2300
50,2.65,3,6,3,56,1,0,3169
50,2.85,2.5,6,3,56,1,0,3478
14,2.1,3,6,0,19,2,1,5135
76,0.4374,3,2,0,79,1,0,945
40,2.7,2.5,6,3,56,1,0,3800
40,2.7,2.5,6,3,56,0,0,3800
50,3.19,2.5,5,3,56,1,0,3632
50,2.32,2.5,5,0,55,2,0,2906
50,3.45,2.5,5,0,56,0,0,3720
50,2.73,2.5,5,0,56,1,0,3401
27,1.1,2,4,0,56,1,0,1799
27,1.56,2.5,5,0,56,1,0,3020
27,0.93,3,3,0,55,1,0,1451
27,1.25,2.5,4,0,56,1,0,1991
27,1.16,2,4,0,55,0,0,1799
76,0.585,3,2,1,83,2,0,935
39,1.24,1,2,1,79,0,0,1087
39,2.499999,2,4,2,79,0,0,1787
39,1.999999,1.5,3,1,79,0,0,1485
50,1.3,3,2,2,55,1,0,1200
2,2.7721,3,7,3,48,1,1,4284
67,1.25,3,3,0,60,2,0,1938
27,1.035,2,5,2,59,1,0,1875
17,2.28,2.5,5,4,56,0,0,2400
27,1.38,2.5,6,2,59,1,0,2400
50,1.85,2.5,4,2,55,1,0,1830
14,0.52,3,3,2,55,2,0,1003
40,0.95,3,1,2,80,0,0,1141
40,7.318,2.5,5,4,55,1,0,7318
67,0.27,3,1,1,36,2,0,600
72,0.365,3,2,0,83,0,0,650
2,1.9,3,6,3,48,1,1,3821
27,1.03,2,5,2,59,1,0,1853
23,3.6,2.5,5,4,76,2,1,5000
17,1.55,3,4,1,55,0,0,2100
32,2.5,3.5,7,5,44,0,1,4817
17,5,3,6,4,73,1,1,4200
8,7.5,4,7,6,44,1,1,8000
14,0.52,3,3,2,56,1,0,1003
50,2.75,2.5,7,3,56,1,0,3541
40,0.495,3,1,0,79,0,0,493
72,0.6,1.5,2,2,80,1,0,1025
72,0.47,3,1,1,80,1,0,780
67,0.38,3,2,0,79,2,0,1009
67,0.35,3,2,2,79,2,0,856
40,3.2,2,3,2,79,1,0,3383
42,0.48,3,3,1,17,1,1,592
14,1.2,2,3,2,55,2,0,1508
75,1.25,2,4,0,91,1,0,2336
50,2,2,3,0,55,0,0,2535
25,1.2,1.5,3,2,59,0,0,1500
25,2.8,2,5,0,23,1,0,3200
50,0.6,3,1,1,80,0,0,462
50,0.65,3,1,1,83,0,0,745
88,0.77,3,2,2,56,2,0,1259
88,1.1,2,4,2,56,2,0,1759
64,0.68,3,2,1,59,1,0,819
64,2.29,3,6,4,56,2,0,3264
64,0.95,2,4,2,56,1,0,1488
64,0.7,1.5,3,1,59,2,0,999
32,0.65,3,2,0,59,2,0,1164
19,0.5354,3,2,1,81,1,0,762
64,0.808,2,4,1,56,1,0,1381
64,1.35,2.5,5,2,59,2,0,2049
64,0.73,1.5,3,1,59,2,0,1147
64,1.08,2,5,2,56,2,0,1567
67,0.52,3,2,2,55,1,0,1313
67,0.498,3,2,2,55,2,0,1333
64,0.898,2,4,1,55,0,0,1381
40,2.28,3,1,1,83,1,1,1087
64,0.68,1.5,3,1,55,0,0,999
64,0.7,3,2,1,55,1,0,817
19,2.85,3,5,0,48,1,1,10400
19,0.368,3,2,1,92,1,0,854
19,0.46,1.5,2,1,55,0,0,912
19,0.41,3,2,1,55,1,0,1005
67,0.48,3,2,2,80,0,0,1009
72,0.625,3,2,2,83,1,0,1025
37,0.319999,3,1,0,83,0,0,351
49,1.25,1.5,2,0,56,0,0,1367
19,0.57,3,2,2,55,1,0,996
40,0.51,3,1,0,79,0,0,493
20,1.22,3,1,1,79,0,0,1131
40,0.8,1,1,1,80,1,0,610
82,1.04,3,2,1,80,0,0,1313
82,0.79,3,2,1,80,0,0,876
40,1.2,3,2,0,55,2,0,1036
88,0.76,3,2,2,55,2,0,1382
67,0.425,3,2,2,79,2,0,842
72,0.37,3,2,1,79,0,0,650
79,1.65,2,4,0,88,1,0,2700
88,1.69,2,4,4,55,2,0,2719
88,1.25,2,4,3,55,2,0,1967
76,0.59,3,2,1,79,1,0,935
76,0.43,3,2,1,79,1,0,578
67,0.428,2,2,0,79,2,0,918
23,9.6,4,11,0,44,2,1,7525
8,7.5,3.5,7,0,44,1,1,6000
64,0.8,2,3,1,55,2,0,1186
40,2.8,2,4,2,79,0,0,3006
19,0.39,3,2,1,79,1,0,819
19,2.8,3,4,5,44,2,1,6000
32,0.62,3,2,2,80,1,1,1030
12,0.68,3,2,1,80,0,1,708
40,1.15,3,2,0,82,0,0,744
40,4.2,1.5,2,1,80,1,0,1668
40,1.85,1.5,1,0,80,0,0,1350
40,1.17885,1.5,2,0,79,1,0,813
40,1.08,1,1,0,83,0,0,635
40,0.88,1,1,0,83,0,0,605
40,1.5,1.5,2,1,59,1,0,1830
50,2.15,2,3,3,56,1,0,2535
67,0.895,2,3,2,55,1,0,1590
88,0.97,2.5,3,2,56,1,1,1909
67,0.78,3,3,2,55,1,0,1440
88,0.77,3,2,2,59,2,1,1259
67,0.83,2,4,3,55,1,0,1433
63,0.82,2,3,2,55,0,0,1262
88,1.05,2,4,2,56,2,1,1759
67,0.565,2,3,2,55,1,0,1362
67,1.37065,3,5,3,57,2,0,2685
67,1.36,2.5,5,3,56,2,0,2646
50,1.84,2,4,3,56,1,0,2694
25,1.96,2,4,3,8,1,0,2500
37,0.73,3,1,1,79,0,0,744
42,0.99,3,2,4,1,1,1,4035
25,1.11,1.5,2,2,55,1,0,1228
25,5.46,4,9,6,25,1,0,7000
67,0.525,3,2,2,55,2,0,1450
25,1.303,3,2,2,56,1,0,1303
19,0.66,2,3,2,83,1,0,1054
25,1.41,3,2,2,59,1,0,1292
25,1.65,2,3,2,14,1,0,1900
32,1.29,2.5,4,3,59,0,0,2128
32,0.738,3,2,0,59,2,0,1392
19,0.615,3,4,0,14,2,0,1080
27,0.518,3,2,1,55,1,0,1100
42,0.62,2,2,3,80,1,0,1292
27,0.58,1.5,2,2,79,1,0,872
27,0.633,3,2,2,79,2,0,1033
8,6.8,3,6,0,44,1,1,8950
8,4.7,3,4,0,48,1,1,5920
8,8.2,3.5,4,0,44,1,1,13027
8,7,3.5,5,0,44,1,1,10000
23,8.28,6,6,0,44,1,1,12000
8,7.04835,2.5,4,0,55,1,0,5221
8,8.4065,2.5,5,0,55,1,0,4945
8,7.04375,2,5,4,55,1,0,4025
14,0.8,3,2,2,79,1,0,1170
14,2.7,3,6,4,55,2,0,4323
14,2.6,3,4,3,56,2,0,3260
25,2.5,2,3,2,22,1,0,3218
25,1.1,1.5,3,2,59,0,0,1378
25,1.1,3,1,2,59,1,0,1034
25,2.75,2,4,3,19,2,0,3211
25,1.99,2,4,2,8,1,0,2530
25,1.38,2,3,2,55,0,0,1572
63,1.1,2,4,2,55,1,0,1788
63,0.82,3,2,2,55,1,0,1319
32,0.43,3,2,1,79,1,0,775
50,0.65,3,1,1,83,0,0,633
50,1.6,2,3,2,55,1,0,1878
50,0.998,3,2,1,80,0,0,926
67,0.48,3,2,2,83,0,0,1009
67,0.48,3,2,2,83,0,0,1009
32,0.628,3,2,2,79,1,0,814
67,3,3.5,7,0,45,1,1,5000
40,2.413375,2,5,2,56,1,0,2245
40,2.35725,2,5,2,56,1,0,2245
40,2.7153,2.5,6,2,56,1,0,2586
40,1,1,1,1,80,0,0,915
40,1.435,2,4,2,56,0,0,1668
27,1.1556,2,4,2,56,1,0,1974
40,2.7,2,5,2,56,1,0,2615
40,2.2,2,5,3,56,1,0,3109
50,0.78,3,2,1,55,0,0,1071
31,0.42,3,2,1,83,2,0,1020
27,1.035,2,5,2,56,1,0,1853
27,1.0461,2,4,2,56,1,0,1876
25,2,2,3,2,55,1,0,1808
50,1.21,2,3,2,55,0,0,1668
67,0.298,3,2,1,40,1,0,896
63,0.82,3,2,2,55,1,0,1319
40,1.85,1.5,2,2,79,2,0,1350
50,0.68,3,1,1,80,0,0,672
50,1.6,2,3,0,55,3,0,1878
40,1.3,3,2,1,79,0,0,793
32,0.7,3,2,1,55,0,0,704
72,0.6,1.5,2,2,83,1,0,1025
25,1.5,2,3,2,56,0,0,1850
25,1.55,2,3,2,56,0,0,1850
25,1.35,2,3,2,59,1,0,1701
25,0.89,3,1,2,59,0,0,969
67,0.365,3,2,1,79,1,0,807
64,0.63,3,2,1,55,1,0,738
25,1.32,2,3,2,59,0,0,1572
25,1.08,3,2,2,59,1,0,1389
