Location Indicator,Location,Price,Rooms,Bathrooms,Car Parks,Property Type Indicator,Property Type,Furnishing Indicator,Furnishing,SizeType Indicator,SizeType,SizeValue
40,KLCC,1230000,3,1,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,850
25,Desa ParkCity,1250000,1.5,2,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1303
25,Desa ParkCity,1100000,1.5,3,2,59,Condominium (Intermediate),2,Unfurnished,0,Built-up,1378
79,Taman Melawati,2800000,2.5,6,4,45,Bungalow (Corner),1,Partly Furnished,1,Land area,5628
40,KLCC,3600000,2,5,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,3897
3,Ampang Hilir,5900000,2.5,5,3,55,Condominium,2,Unfurnished,0,Built-up,4000
40,KLCC,3900000,3,2,2,79,Serviced Residence,1,Partly Furnished,0,Built-up,1636
40,KLCC,1300000,3,1,1,82,Serviced Residence (EndLot),1,Partly Furnished,0,Built-up,925
40,KLCC,1240000,3,1,0,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,850
14,Bukit Jalil,438000,3,2,1,37,Apartment (Corner),1,Partly Furnished,0,Built-up,1018
32,Jalan Klang Lama (Old Klang Road),530000,2,2,1,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,900
68,Setiawangsa,590000,3,2,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1196
40,KLCC,1000000,3,1,1,55,Condominium,1,Partly Furnished,0,Built-up,751
40,KLCC,1900000,1.5,2,1,56,Condominium (Corner),1,Partly Furnished,0,Built-up,915
40,KLCC,2400000,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,1006
67,Setapak,380000,2,2,2,55,Condominium,2,Unfurnished,0,Built-up,950
40,KLCC,1198000,1,1,1,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,764
40,KLCC,1000000,3,1,1,58,Condominium (EndLot),1,Partly Furnished,0,Built-up,657
40,KLCC,1780000,3,1,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,728
51,OUG,5900000,3.5,8,0,45,Bungalow (Corner),1,Partly Furnished,1,Land area,12722
40,KLCC,2300000,3,1,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,1023
40,KLCC,1000000,3,1,1,55,Condominium,1,Partly Furnished,0,Built-up,751
40,KLCC,800000,1.5,3,1,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,1055
72,Sungai Besi,1340000,2.5,6,0,23,3-sty Terrace/Link House (Intermediate),2,Unfurnished,0,Built-up,3216
40,KLCC,3600000,2,5,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,3897
12,Bukit Bintang,6000000,2.5,5,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,4157
40,KLCC,1250000,2,4,2,82,Serviced Residence (EndLot),0,Fully Furnished,0,Built-up,1378
40,KLCC,2300000,3,2,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,1023
14,Bukit Jalil,900000,2.5,3,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1513
50,Mont Kiara,1850000,2.5,4,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1830
40,KLCC,2400000,3,2,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,1006
88,Wangsa Maju,1613300,2,5,3,55,Condominium,1,Partly Furnished,0,Built-up,2336
40,KLCC,2440000,3,2,1,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,1023
23,Damansara Heights,5000000,2,3,4,45,Bungalow (Corner),1,Partly Furnished,1,Land area,7700
70,Sri Hartamas,7300000,3,6,6,45,Bungalow (Corner),1,Partly Furnished,1,Land area,7300
40,KLCC,3200000,3,2,1,79,Serviced Residence,2,Unfurnished,0,Built-up,1572
50,Mont Kiara,1850000,2.5,4,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1830
39,KL Sentral,783990,3,1,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,650
34,Jalan Sultan Ismail,495000,3,1,0,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,560
18,Chan Sow Lin,569200,1,2,2,79,Serviced Residence,2,Unfurnished,0,Built-up,888
82,Taman Tun Dr Ismail,1150000,3,2,1,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1560
14,Bukit Jalil,425000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,1,Land area,1087
50,Mont Kiara,1800000,2,4,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,2243
8,Bangsar,6670000,2.5,6,0,55,Condominium,1,Partly Furnished,0,Built-up,4771
33,Jalan Kuching,580000,3,2,1,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1590
50,Mont Kiara,618000,3,1,1,83,Serviced Residence (Intermediate),0,Fully Furnished,1,Land area,650
50,Mont Kiara,1518000,2,3,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,2648
50,Mont Kiara,2220000,2.5,4,3,55,Condominium,1,Partly Furnished,0,Built-up,2973
40,KLCC,3600000,3,4,2,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,3897
82,Taman Tun Dr Ismail,3100000,2.5,4,3,73,Semi-detached House,1,Partly Furnished,1,Land area,3600
8,Bangsar,4900000,3,4,4,48,Bungalow (Intermediate),1,Partly Furnished,1,Land area,11676
50,Mont Kiara,1950000,2,4,3,55,Condominium,0,Fully Furnished,0,Built-up,2535
25,Desa ParkCity,3200000,2.5,4,0,19,3-sty Terrace/Link House,1,Partly Furnished,0,Built-up,4300
40,KLCC,3600000,2,4,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,3897
72,Sungai Besi,600000,1.5,2,2,83,Serviced Residence (Intermediate),1,Partly Furnished,1,Land area,1025
20,City Centre,4130000,2.5,5,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,3713
39,KL Sentral,2300000,2,4,2,79,Serviced Residence,2,Unfurnished,0,Built-up,1873
39,KL Sentral,5149700,2.5,5,0,79,Serviced Residence,2,Unfurnished,0,Built-up,2982
39,KL Sentral,5129000,2.5,4,0,79,Serviced Residence,2,Unfurnished,0,Built-up,3143
40,KLCC,1780000,3,3,2,55,Condominium,0,Fully Furnished,0,Built-up,1232
14,Bukit Jalil,900000,2.5,3,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1513
14,Bukit Jalil,597000,3,2,2,55,Condominium,2,Unfurnished,0,Built-up,1550
8,Bangsar,6380000,2,5,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,4025
8,Bangsar,6900000,2.5,6,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,4945
32,Jalan Klang Lama (Old Klang Road),660000,3,2,2,56,Condominium (Corner),1,Partly Furnished,1,Land area,992
40,KLCC,3125000,1,2,2,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,1421
40,KLCC,2480000,3,1,1,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,1023
23,Damansara Heights,4000000,2.5,5,2,77,Semi-detached House (Intermediate),1,Partly Furnished,1,Land area,3700
40,KLCC,1050000,2,4,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1313
40,KLCC,1833000,3,1,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,925
40,KLCC,2999000,2,3,3,82,Serviced Residence (EndLot),0,Fully Furnished,0,Built-up,2066
14,Bukit Jalil,638000,1,1,1,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,721
8,Bangsar,6842500,2,5,4,55,Condominium,1,Partly Furnished,0,Built-up,4025
8,Bangsar,8476050,2.5,5,4,55,Condominium,1,Partly Furnished,0,Built-up,5137
50,Mont Kiara,1415000,2,4,2,55,Condominium,1,Partly Furnished,0,Built-up,1496
17,Bukit Tunku (Kenny Hills),6900000,3,5,0,44,Bungalow,1,Partly Furnished,1,Land area,12000
40,KLCC,1380000,2,4,2,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,1701
40,KLCC,2800000,3,2,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,1103
8,Bangsar,8280000,2.5,6,4,56,Condominium (Corner),1,Partly Furnished,0,Built-up,5137
76,Taman Desa,3690000,2.5,5,6,73,Semi-detached House,2,Unfurnished,1,Land area,3658
71,Sri Petaling,950000,2.5,3,2,12,2-sty Terrace/Link House (Intermediate),1,Partly Furnished,1,Land area,1650
14,Bukit Jalil,4000000,3.5,7,4,48,Bungalow (Intermediate),1,Partly Furnished,1,Land area,5337
8,Bangsar,9960000,3,7,6,55,Condominium,1,Partly Furnished,0,Built-up,6913
8,Bangsar,6660000,3,5,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,4771
8,Bangsar,6300000,2,5,3,55,Condominium,1,Partly Furnished,0,Built-up,4025
76,Taman Desa,628000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1150
76,Taman Desa,628000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1150
50,Mont Kiara,1590000,2,4,2,55,Condominium,1,Partly Furnished,0,Built-up,1878
40,KLCC,3330000,1.5,3,1,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,2789
67,Setapak,428000,2,2,2,79,Serviced Residence,1,Partly Furnished,0,Built-up,918
82,Taman Tun Dr Ismail,4800000,3,4,0,48,Bungalow (Intermediate),1,Partly Furnished,1,Land area,8300
25,Desa ParkCity,815000,3,2,0,55,Condominium,0,Fully Furnished,0,Built-up,1085
8,Bangsar,7500000,2,5,4,55,Condominium,1,Partly Furnished,0,Built-up,4025
40,KLCC,1450000,3,2,1,55,Condominium,0,Fully Furnished,0,Built-up,867
25,Desa ParkCity,2950000,2,5,0,12,2-sty Terrace/Link House (Intermediate),2,Unfurnished,0,Built-up,3082
40,KLCC,1000000,3,1,1,55,Condominium,1,Partly Furnished,0,Built-up,751
9,Bangsar South,640000,3,2,1,79,Serviced Residence,2,Unfurnished,0,Built-up,823
9,Bangsar South,840000,3,2,1,79,Serviced Residence,2,Unfurnished,0,Built-up,1119
50,Mont Kiara,2600000,2.5,5,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,3478
82,Taman Tun Dr Ismail,1550000,1.5,3,2,79,Serviced Residence,2,Unfurnished,0,Built-up,1444
82,Taman Tun Dr Ismail,2750000,2,4,2,79,Serviced Residence,1,Partly Furnished,0,Built-up,2426
65,Seputeh,5500000,3,6,4,48,Bungalow (Intermediate),0,Fully Furnished,1,Land area,5446
67,Setapak,428000,2,2,2,79,Serviced Residence,2,Unfurnished,0,Built-up,918
64,Sentul,770000,3,3,2,55,Condominium,1,Partly Furnished,0,Built-up,1186
23,Damansara Heights,3600000,3,7,5,44,Bungalow,2,Unfurnished,1,Land area,5000
23,Damansara Heights,6500000,3,6,4,44,Bungalow,2,Unfurnished,1,Land area,8500
40,KLCC,870000,1.5,3,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,1055
40,KLCC,1200000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,976
8,Bangsar,7600000,3,6,0,44,Bungalow,0,Fully Furnished,1,Land area,7750
63,Segambut,720000,2,3,2,56,Condominium (Corner),0,Fully Furnished,0,Built-up,1577
14,Bukit Jalil,1150000,3,3,4,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1772
14,Bukit Jalil,928000,3,3,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1513
40,KLCC,1350000,1,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,900
32,Jalan Klang Lama (Old Klang Road),360000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1088
40,KLCC,1000000,3,1,1,58,Condominium (EndLot),1,Partly Furnished,0,Built-up,751
40,KLCC,830000,3,1,0,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,473
50,Mont Kiara,1865000,2,5,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,2535
40,KLCC,1308000,1,1,1,56,Condominium (Corner),0,Fully Furnished,0,Built-up,753
40,KLCC,1760000,1.5,2,2,56,Condominium (Corner),0,Fully Furnished,0,Built-up,1159
72,Sungai Besi,568000,3,2,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,904
40,KLCC,1020000,3,2,1,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,813
40,KLCC,2400000,3,2,1,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,1103
40,KLCC,1099000,1.5,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,833
40,KLCC,1550000,3,2,2,80,Serviced Residence (Corner),0,Fully Furnished,1,Land area,910
50,Mont Kiara,1420000,3,4,2,55,Condominium,0,Fully Furnished,0,Built-up,1496
50,Mont Kiara,2150000,2,4,0,56,Condominium (Corner),1,Partly Furnished,0,Built-up,2707
50,Mont Kiara,2550000,2.5,5,2,55,Condominium,1,Partly Furnished,0,Built-up,2973
50,Mont Kiara,1850000,3,3,2,79,Serviced Residence,2,Unfurnished,0,Built-up,1573
14,Bukit Jalil,980000,2.5,3,2,56,Condominium (Corner),0,Fully Furnished,0,Built-up,1513
23,Damansara Heights,2650000,2,5,3,79,Serviced Residence,1,Partly Furnished,0,Built-up,2077
40,KLCC,3364000,1.5,2,2,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,1399
40,KLCC,1420000,1.5,2,1,56,Condominium (Corner),1,Partly Furnished,0,Built-up,976
40,KLCC,2889000,3,2,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,1163
40,KLCC,1450000,3,1,0,82,Serviced Residence (EndLot),0,Fully Furnished,0,Built-up,1050
3,Ampang Hilir,6220000,2.5,6,0,55,Condominium,0,Fully Furnished,0,Built-up,4327
20,City Centre,1080000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1411
20,City Centre,916000,3,1,1,55,Condominium,0,Fully Furnished,0,Built-up,1119
50,Mont Kiara,2500000,3,4,4,73,Semi-detached House,1,Partly Furnished,0,Built-up,3833
72,Sungai Besi,2200000,2.5,5,5,77,Semi-detached House (Intermediate),1,Partly Furnished,1,Land area,3282
2,Ampang,3600000,2.5,4,6,48,Bungalow (Intermediate),2,Unfurnished,1,Land area,9670
82,Taman Tun Dr Ismail,5000000,4,5,3,44,Bungalow,0,Fully Furnished,1,Land area,6000
9,Bangsar South,530000,3,1,0,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,638
39,KL Sentral,2434900,2,4,1,79,Serviced Residence,2,Unfurnished,1,Land area,1873
23,Damansara Heights,1600000,1,2,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,1152
79,Taman Melawati,2000000,3,6,3,77,Semi-detached House (Intermediate),1,Partly Furnished,1,Land area,3200
19,Cheras,535000,3,1,1,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,762
40,KLCC,6400000,2,4,0,55,Condominium,2,Unfurnished,0,Built-up,2013
40,KLCC,1200000,3,3,2,79,Serviced Residence,0,Fully Furnished,0,Built-up,1335
39,KL Sentral,2550000,2,5,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1830
2,Ampang,1480000,2,4,2,59,Condominium (Intermediate),0,Fully Furnished,0,Built-up,1876
72,Sungai Besi,1348000,3,6,4,23,3-sty Terrace/Link House (Intermediate),2,Unfurnished,0,Built-up,3216
67,Setapak,428000,2,2,2,79,Serviced Residence,1,Partly Furnished,0,Built-up,918
50,Mont Kiara,618000,3,1,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,462
50,Mont Kiara,1590000,2,3,2,55,Condominium,1,Partly Furnished,0,Built-up,2201
40,KLCC,900000,1.5,2,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,811
50,Mont Kiara,1700000,2,4,2,55,Condominium,0,Fully Furnished,0,Built-up,1496
67,Setapak,360000,3,1,0,82,Serviced Residence (EndLot),1,Partly Furnished,0,Built-up,618
50,Mont Kiara,1950000,2.5,4,2,55,Condominium,1,Partly Furnished,0,Built-up,1830
40,KLCC,2300000,3,1,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1023
40,KLCC,1250000,1.5,3,2,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,1335
40,KLCC,3166000,3,2,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,1423
32,Jalan Klang Lama (Old Klang Road),370000,3,2,2,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,950
40,KLCC,1000000,3,1,1,58,Condominium (EndLot),0,Fully Furnished,0,Built-up,751
8,Bangsar,6700000,2.5,6,3,56,Condominium (Corner),2,Unfurnished,0,Built-up,4771
8,Bangsar,6600000,2,5,3,56,Condominium (Corner),3,Unknown,0,Built-up,4025
8,Bangsar,7400000,2.5,5,5,55,Condominium,1,Partly Furnished,0,Built-up,5137
8,Bangsar,6600000,2.5,6,0,55,Condominium,1,Partly Furnished,0,Built-up,4945
23,Damansara Heights,4500000,3,7,3,44,Bungalow,1,Partly Furnished,1,Land area,2970
8,Bangsar,6800000,3.5,6,6,44,Bungalow,1,Partly Furnished,1,Land area,7416
38,KL Eco City,1288972,3,2,1,55,Condominium,0,Fully Furnished,0,Built-up,1076
39,KL Sentral,3700000,3,3,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,1738
40,KLCC,8400000,3,3,2,59,Condominium (Intermediate),2,Unfurnished,0,Built-up,2454
19,Cheras,410000,3,2,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,885
40,KLCC,3360000,1,2,2,79,Serviced Residence,1,Partly Furnished,0,Built-up,1421
23,Damansara Heights,1770000,1,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,1152
50,Mont Kiara,1860000,2,4,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,2070
40,KLCC,1450000,3,2,1,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,1050
14,Bukit Jalil,1060000,2.5,4,4,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1772
14,Bukit Jalil,900000,2.5,3,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1513
32,Jalan Klang Lama (Old Klang Road),1080000,2,4,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1875
56,Pantai,570000,3,2,1,56,Condominium (Corner),1,Partly Furnished,1,Land area,1200
50,Mont Kiara,1880000,2,3,2,55,Condominium,1,Partly Furnished,0,Built-up,2243
50,Mont Kiara,1685000,2,3,2,55,Condominium,1,Partly Furnished,0,Built-up,2038
14,Bukit Jalil,550000,3,2,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1073
40,KLCC,1000000,3,1,1,55,Condominium,1,Partly Furnished,0,Built-up,751
25,Desa ParkCity,2790000,2,4,0,8,2-sty Terrace/Link House,1,Partly Furnished,0,Built-up,3000
40,KLCC,2500000,3,2,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,1023
25,Desa ParkCity,2200000,3,5,0,8,2-sty Terrace/Link House,3,Unknown,1,Land area,2200
40,KLCC,780000,3,1,0,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,497
19,Cheras,998000,3,5,0,19,3-sty Terrace/Link House,1,Partly Furnished,0,Built-up,4186
12,Bukit Bintang,2044800,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,912
14,Bukit Jalil,1250000,2,4,2,55,Condominium,0,Fully Furnished,0,Built-up,1700
40,KLCC,4950000,3,4,2,84,Serviced Residence (Penthouse),0,Fully Furnished,0,Built-up,3300
50,Mont Kiara,2340000,2.5,5,3,55,Condominium,1,Partly Furnished,1,Land area,0
50,Mont Kiara,1698000,2,4,2,55,Condominium,1,Partly Furnished,1,Land area,0
50,Mont Kiara,1420000,2,4,2,55,Condominium,1,Partly Furnished,0,Built-up,1496
32,Jalan Klang Lama (Old Klang Road),928000,2,2,2,58,Condominium (EndLot),2,Unfurnished,0,Built-up,1523
14,Bukit Jalil,565000,3,2,2,55,Condominium,1,Partly Furnished,0,Built-up,1100
32,Jalan Klang Lama (Old Klang Road),1550000,2,4,4,56,Condominium (Corner),1,Partly Furnished,0,Built-up,2638
23,Damansara Heights,3200000,2.5,5,4,76,Semi-detached House (EndLot),1,Partly Furnished,1,Land area,3670
32,Jalan Klang Lama (Old Klang Road),670000,3,2,2,79,Serviced Residence,0,Fully Furnished,0,Built-up,907
40,KLCC,1000000,3,1,1,55,Condominium,1,Partly Furnished,0,Built-up,657
20,City Centre,5999000,2,4,3,57,Condominium (Duplex),0,Fully Furnished,0,Built-up,3289
32,Jalan Klang Lama (Old Klang Road),1350000,2.5,4,3,56,Condominium (Corner),2,Unfurnished,0,Built-up,2128
50,Mont Kiara,2230000,2.5,5,3,55,Condominium,1,Partly Furnished,0,Built-up,2973
20,City Centre,830000,3,2,1,59,Condominium (Intermediate),0,Fully Furnished,0,Built-up,1072
20,City Centre,1100000,2,4,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,2111
23,Damansara Heights,8300000,3,6,4,48,Bungalow (Intermediate),1,Partly Furnished,1,Land area,6103
70,Sri Hartamas,3450000,2.5,5,3,48,Bungalow (Intermediate),1,Partly Furnished,1,Land area,5200
50,Mont Kiara,1000000,3,2,0,79,Serviced Residence,1,Partly Furnished,0,Built-up,1000
40,KLCC,2300000,3,2,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,1023
40,KLCC,3600000,2,5,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,3897
50,Mont Kiara,2300000,2.5,4,2,55,Condominium,3,Unknown,0,Built-up,2702
40,KLCC,1000000,3,1,1,58,Condominium (EndLot),1,Partly Furnished,0,Built-up,751
40,KLCC,4756000,3,2,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1399
50,Mont Kiara,1780000,3,3,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1523
40,KLCC,1350000,1,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,900
40,KLCC,2270000,1,2,0,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,1076
64,Sentul,375000,3,2,1,79,Serviced Residence,2,Unfurnished,0,Built-up,743
9,Bangsar South,380000,1,1,1,36,Apartment,1,Partly Furnished,0,Built-up,452
40,KLCC,970000,3,1,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,603
14,Bukit Jalil,900000,3,3,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1513
14,Bukit Jalil,1060000,2.5,4,4,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1772
40,KLCC,4250000,2.5,6,2,79,Serviced Residence,0,Fully Furnished,0,Built-up,3300
40,KLCC,2200000,2,3,0,79,Serviced Residence,1,Partly Furnished,0,Built-up,1888
25,Desa ParkCity,2300000,2.5,5,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,2454
67,Setapak,520000,3,2,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1450
37,KL City,1420000,2,3,2,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,1582
39,KL Sentral,1065140,3,3,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1025
40,KLCC,1299000,3,2,1,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,900
8,Bangsar,7600000,2.5,5,3,56,Condominium (Corner),2,Unfurnished,0,Built-up,4771
40,KLCC,1238000,3,2,1,55,Condominium,1,Partly Furnished,0,Built-up,736
50,Mont Kiara,2390000,2.5,4,3,55,Condominium,2,Unfurnished,0,Built-up,3043
14,Bukit Jalil,850000,3,2,2,55,Condominium,0,Fully Furnished,0,Built-up,1335
39,KL Sentral,4718680,2.5,5,4,84,Serviced Residence (Penthouse),1,Partly Furnished,0,Built-up,3143
39,KL Sentral,2050000,3,5,0,55,Condominium,0,Fully Furnished,0,Built-up,3004
50,Mont Kiara,9900000,3.5,8,2,45,Bungalow (Corner),1,Partly Furnished,1,Land area,8700
8,Bangsar,5000000,3,6,4,73,Semi-detached House,1,Partly Furnished,1,Land area,4800
50,Mont Kiara,1850000,2,3,2,55,Condominium,0,Fully Furnished,0,Built-up,2020
40,KLCC,3360000,3,2,2,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,1572
40,KLCC,1000000,1.5,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,811
12,Bukit Bintang,1000000,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,1012
76,Taman Desa,3700000,2.5,5,6,77,Semi-detached House (Intermediate),1,Partly Furnished,1,Land area,3040
76,Taman Desa,4200000,2.5,5,4,48,Bungalow (Intermediate),2,Unfurnished,1,Land area,1615
76,Taman Desa,2688888,3,5,9,55,Condominium,1,Partly Furnished,0,Built-up,4069
8,Bangsar,8200000,2.5,6,5,56,Condominium (Corner),1,Partly Furnished,0,Built-up,4945
50,Mont Kiara,6300000,2.5,5,6,55,Condominium,1,Partly Furnished,0,Built-up,8000
76,Taman Desa,5500000,3,7,6,48,Bungalow (Intermediate),2,Unfurnished,1,Land area,7100
